id,name,description,neighborhood_overview,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,instant_bookable,longitude,latitude,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365
14902239,"Lavender Queenbed, 4min lavender MRT, 2min  Bugis","- Fully Private (no sharing with strangers) <br />- Airconditioned Furnished w doublebed, wardrobe, desk, chair<br />- Basic bedsheet + towel<br />- Free access to 1gbps fibre wifi<br />- Access to 2 bathrooms (shared w 4 others housemates)<br />- Note total housemates in this big shared apartment","- Apartment is along lavender street, 4/5 mins walk from MRT, an area of pre-war historical buildings for residential.<br />- Access to TWO MRT lines: 4-5 mins walk from Lavender MRT (green line), or 9-10 mins walk from farrer park MRT (purple line)<br />- Good location! proximity to everything! 24-hours food & drinks outlets<br />- 2 mins walk to Amenities (24-hr food centres / Supermarket, Mustafa, Aperia Mall, City Sq mall, etc)<br />- 2 mins walk to Jalan Besar Public Swimming Pool, Olympic size & $1/entry<br />- 4 mins walk to lavender MRT, 1-3 stations away from Bugis, City Hall, Raffles Place, Promenade, Dhoby Gaut.<br />- 4 mins walk to major roads bus stops (lavender street, Victoria street, Jalan besar)<br />- 10 to 15 mins bus ride to CBD areas for work, boat quay & clarke quay for night entertainments, etc.",Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Kitchen""]",92,365,t,103.86369,1.30998,92.0,92.0,365.0,365.0,27,57,87,362
14926743,no more,We have doubledecker comfy bed. Suggested for 2 person to sleep separately.,,Private room in condo,Private room,2,2 baths,1.0,,[],92,1125,f,103.73346,1.3446,92.0,92.0,1125.0,1125.0,0,0,0,0
14938335,"Nice location, great view","Easily accessible to all the areas,  convenient to various food stores, cool and comfy",,Private room in condo,Private room,2,1 bath,1.0,,"[""Gym"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Pool"", ""Elevator"", ""Kitchen"", ""Hangers"", ""Wifi""]",92,1125,f,103.8507,1.32728,92.0,92.0,1125.0,1125.0,0,0,0,0
14940462,"Nice view, great location","Accessible to all other areas and convenient to various food stores, you can enjoy the local culture, cool and comfy, great service, master bedroom with individual toilet",,Private room in condo,Private room,2,1 bath,,,"[""Gym"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Pool"", ""Elevator"", ""Hot tub"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Hangers"", ""Wifi""]",92,1125,f,103.85111,1.32826,92.0,92.0,1125.0,1125.0,0,0,0,0
14953906,Chinatown your9 doorstep: Private RoomA,"This Room's features include:<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Airconditioned, Double-bed, study table + chair<br />- Plain Bedsheet, Towel, Free wifi 1gbps<br />- Access to Two bathrooms (shared with another tenant)","- Apartment is at Chinatown MRT exit C.<br />- Right in the heart of town, proximity to everything!<br />- 24-hours security, 24-hours food & drinks<br />- Access to THREE MRT lines: 1 min walk from Chinatown MRT (blue and purple line), 5 min walk from Outram MRT (green line) <br />- 1-4 stations away from Clarke Quay, Outram, Tiong Bahru, City Hall, Dhoby Gaut, Somerset, Raffles Place, Tanjong Pagar.<br />- 1-5 mins walk to Amenities! 24-hr food centres / Shopping centre / Supermarket, etc.<br />- More than 20 bus lines at bus stops right beside the apartment building.<br />- 5-10 mins bus to CBD, Beach road, Orchard road, Shenton way, etc.<br />- 5-10 mins walk to outram, clarke quay (night entertainment), etc.<br />- 15-30 mins walk to CBD, marina bay sands, suntec city.",Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Self check-in"", ""Oven"", ""Kitchen""]",92,365,t,103.84242,1.28359,92.0,92.0,1125.0,1125.0,27,57,87,362
14954546,Pool facing corner,"My place is close to <br />art and culture, parks, great views. My place is good for couples.",,Private room in rental unit,Private room,1,1 bath,1.0,,"[""Dryer"", ""Smoke alarm"", ""Essentials"", ""Kitchen"", ""Washer"", ""Shampoo"", ""Hangers"", ""Wifi""]",92,1125,f,103.88485,1.31573,92.0,92.0,1125.0,1125.0,0,0,0,0
15001844,"Clean,cosy and convenient place to a stay and tour","My place is close to Serangoon MRT Station, public transport, the city centre. My place is good for couples, solo adventurers, business travellers, and families (with kids).",,Private room in rental unit,Private room,2,1 bath,1.0,,"[""Essentials"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer""]",180,100000,f,103.86968,1.35141,180.0,180.0,100000.0,100000.0,0,0,0,0
15100514,Amazing Holiday Condo Apartment -min walk to 3 MRT,"My place is close to the city centre, parks, art and culture, and great views. You’ll love my place because of the cosiness, the high ceilings, and the location. My place is good for couples, solo adventurers, business travellers, families (with kids).<br /><br />Fully Furnished (TV/ Sofa/ Aircons/ Fridge/ Washer+Dryer/ Standing Fan/ Microwave/ Toaster/ Coffee Maker/ Rice Cooker/ Kettle/ Induction Stove/ Queensize Bed/ Dining Table/ Cooking Pan/ Water Heater/ Iron & Ironing Board/ Vacuum Cleaner/ Clothe","[Nearby Places]<br />1. City Square Mall: <br />- Singapore's First eco-Mall - within 3 minute walk; <br />- Exit from car park gate → Petain Road → turn left at Kitchener Link → walk to the end and turn right, you will see the mall.<br /><br />2. Mustafa<br />- 24 hours shopping mall<br />- Electronics, Jewelry, Grocery, Watch, Baby Products and more...<br /><br />3. Sim Lim Square<br />- Singapore's biggest IT mall selling computers, electronics, latest IT gadgets …<br />- Take many buses along Jalan Besar street. 3 bus stops away only<br /><br />4. Bugis Junction<br />- One of the most popular shopping destinations in Singapore.<br />- Bugis Street: the largest street shopping location in Singapore.<br />- Take many buses along Jalan Besar street. 3 bus stops away only<br /><br />5. Orchard Road<br />- Take Bus 65 along Jalan Besar street. 10+minutes to Orchard Road.<br /><br />6. Botanic Garden (4 stations away)<br />- Take MRT at Farrer Park MRT<br />- Change at Little India and g",Entire rental unit,Entire home/apt,5,1.5 baths,1.0,1.0,"[""Host greets you"", ""Dishes and silverware"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Private hot tub"", ""Air conditioning"", ""Shared pool"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Washer"", ""Hangers"", ""City skyline view"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""High chair"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Outdoor furniture"", ""Kitchen"", ""Crib"", ""Shampoo""]",92,1125,f,103.85998,1.31297,92.0,92.0,1125.0,1125.0,30,60,90,365
15229173,"Hawaii style resort, near the city.",Well travelled couple will make you feel at home living in one of the best condos in Singapore.,"5 mins walk to the beach and food center, where there are lots of outdoors facilities",Private room in rental unit,Private room,2,1 bath,1.0,1.0,"[""Dryer"", ""Gym"", ""Breakfast"", ""Essentials"", ""Air conditioning"", ""Pool"", ""First aid kit"", ""Elevator"", ""Washer"", ""Free parking on premises"", ""Shampoo"", ""Wifi""]",92,1125,f,103.93572,1.31163,92.0,92.0,1125.0,1125.0,30,60,90,365
15238692,Cosy master room for rent with ensuite bathroom,"Walking distant to Nanyang Technological University. 40 mins to city centre.<br /><br />1Gbps speed wifi, aircond, the whole house just renovated. <br /><br />Single size Bed with pull out additional bed, study Table, chair, wardrobe all provided<br /><br />Strict minimum stay is 6months due to government regulations. Thanks!","Near 24 hours supermarket, lots of clinic nearby",Private room in rental unit,Private room,1,2 baths,,,"[""Air conditioning"", ""TV"", ""Elevator"", ""Kitchen"", ""Washer"", ""Wifi""]",180,1125,f,103.68921,1.34313,180.0,180.0,1125.0,1125.0,0,0,0,0
15274648,Shophouse Apartment - Large One Bedroom,"We are located in the Joo Chiat / Katong neighbourhood on Singapore's East Coast. Boutique one bedroom apartment, with both outdoor covered terrace bathroom and additional shower room. Separate living room with kitchenette. The ambiance is mixture of urban chic meets boho and features artwork from great Asian artists. Ideal for staycation to explore the East Coast's many attractions. 5 minutes to Singapore's National Stadium, 10 to Marina Bay Sands & Gardens by the Bay","Local temples, great places to eat and drink, 10 min walk to the beach. <br />Many of Singapore's major attractions are within a 10 min taxi ride including Marina Bay Sands, Gardens by the Bay, Singapore National Gallery, National Stadium, Boat Quay/Clarke Quay<br />Further afield, Sentosa, National Museum of Singapore, Fort Canning, Orchard Road are all within a 15 min taxi ride.",Entire rental unit,Entire home/apt,2,1.5 baths,1.0,,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Patio or balcony"", ""Private entrance"", ""Wifi"", ""Keypad"", ""Laundromat nearby"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Carbon monoxide alarm"", ""Shower gel"", ""Drying rack for clothing"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Body soap"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Ceiling fan"", ""Clothing storage: closet and dresser"", ""Bathtub"", ""Smoke alarm"", ""Cleaning products"", ""Essentials"", ""Dedicated workspace"", ""Outdoor furniture"", ""Conditioner"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Room-darkening shades"", ""Shampoo"", ""Outdoor dining area""]",92,365,f,103.90306,1.30494,92.0,92.0,365.0,365.0,0,0,0,0
15310627,4 Star CBD Soho Apartment Tanjong Pagar MRT,"This loft  next to Tanjong Pagar MRT , offices, food, markets, pubs, heritage. 10 min walk to Raffles Place, Chinatown.<br /><br />490 sqf,  Kitchenette, light cooking, fridge, washer & dryer. In the same building as Oasia Hotel, you enjoy the hotel location, but more spacious, cheaper, home convenience, flexible extension, check in & out.<br /><br />49"" Smart TV, wifi, pool, gym. <br /><br />Good for short term stay for business project, temporary stay,  minimum 3 months. Contact me before booking. For one guest only.","Modern luxury loft Soho with all the major attractions of food, heritage, night life and shopping in Tanjong Pagar, Chinatown, Clark Quay and Raffles Place , Merlion Park and Marina Bay, less than 20 minutes walk from the doorstep. It is in Singapore's oldest heritage area full of charming traditional shophouses.  <br /><br />Nearest food courts and supermarkets (2-4 minutes walk): <br />- Amara Hotel: Airconed food court (5th flr)  & Supermarket (B1 ).<br />- HDB flat food court & market: Block 8 in Tanjong Pagar Rd near Orchid Hotel.<br />- Icon Village: local food, Japanese food, Korean food, Western food, Cafe , Wine store and pub, Cold Storage supermarket.<br />- 7-11 conveniences store: in Icon Village<br />- 24 hr Fairprice supermarket & money changer:  in Tanjong Pagar Plaza along Tanjong Pagar Rd, next to Carlton City Hotel.<br /><br />Nearby hotels: Oasia hotel (same building), Carlton City Hotel, Orchid Hotel, Amara Hotel, M hotel.",Entire loft,Entire home/apt,1,1.5 baths,1.0,,"[""Host greets you"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Shared pool - "", ""Dryer"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Body soap"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""55 inch HDTV with Fire TV, Netflix"", ""Kitchen"", ""Shampoo""]",92,1125,t,103.8437,1.27703,92.0,92.0,1125.0,1125.0,4,4,4,177
15316856,Ensuite room near Airport/Expo/Biz Pk-LADIES only,"Private room with ensuite toilet 8 minutes to airport, ideal for travelers on transit or tourists wishing to experience suburban lifestyle in Singapore.<br /><br />The room is on the third level of a house in a quiet neighbourhood on the eastern side of Singapore. <br /><br />Travel to airport takes only 8 minutes by car. Main road less than 5 minutes walk, and buses will take you to nearest Upper Changi , Simei or Pasir Ris MRT station or to city centre.<br /><br />Book your next trip with us!","The neighbourhood is a quiet and peaceful residential estate. This private estate has many buses less than 5 minutes away. We live near the Changi Beach, Pasir Ris Beach, Elias Park and East Coast.",Private room in home,Private room,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Backyard"", ""Free parking on premises"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Hot water"", ""Shared patio or balcony"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Shampoo"", ""Building staff""]",92,1125,f,103.97062,1.36458,92.0,92.0,1125.0,1125.0,0,26,56,331
15364942,Expat's choice ! En-suites room 3,There are total 8 rooms in this big landed house. <br />Min 3 months stay with free house keeping from Monday - Friday.<br />The house is about five minutes walking distance from Kembangan MRT station. <br />20 mins to CBD area by train.<br />Near Changi business park.<br /><br />Minimum 3 months staying. Long term expats / guests come first.,It is a very quite and safe neighborhood. An area allocated for private house owners.,Private room in home,Private room,3,1 private bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Backyard"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Heating"", ""Hot water"", ""Microwave"", ""Bed linens"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Outdoor furniture"", ""Oven"", ""Kitchen"", ""Shampoo""]",92,1125,f,103.91272,1.31675,92.0,92.0,1125.0,1125.0,0,0,0,228
15365213,Expat's choice! En-suites room with shared pool,There are total 8 rooms in this big bungalow house but very private.<br /><br />Min 3 months stay with free house keeping from Monday - Friday.<br />The house is about five minutes walking distance from Kembangan MRT station. <br />20 mins to CBD area by train.<br />Near Changi business park.<br /><br />Minimum 3 months staying. Expats / long term guests always come first !,It is a very quite and safe neighborhood. An area allocated for private house owners.,Private room in bungalow,Private room,2,1 private bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Backyard"", ""Free parking on premises"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Indoor fireplace"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Heating"", ""TV"", ""Microwave"", ""Bed linens"", ""Essentials"", ""Pool"", ""Kitchen"", ""Shampoo""]",92,1125,f,103.91517,1.32534,92.0,92.0,1125.0,1125.0,6,36,66,341
15367409,"postwar singlebed rm*Ba, 3min to aljunied mrt","- Airconditioned, Lockable Room & Fully Private (no sharing with stranger)<br />- Single bed, wardrobe & study desk<br />- Bedsheet & Towel<br />- Unlimited wireless internet (1gbps)<br />- Access to Three bathrooms (shared with 7 occupants)<br />- This is a room within a guest-house-like residential apartment","- Apartment is along Sims Avenue, 4-5 mins walk from Aljunied MRT (green line).<br />- Right in the heart of aljunied town, proximity to everything!<br />- 1-5 mins walk to Amenities! 24-hr food centres / Shopping centre / Supermarket, etc.<br />- 1-4 stations away from Clarke Quay, Outram, City Hall, Dhoby Gaut, Somerset, Raffles Place, Tanjong Pagar.<br />- More than 10 bus lines at bus stops across/opposite the apartment building.<br />- 15-20 mins drive to CBD, Downtown Core, etc.",Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Self check-in"", ""Kitchen""]",92,365,f,103.88215,1.31552,92.0,92.0,365.0,365.0,27,57,87,362
15379742,"Luxurious Private Suite, Daily Maid Service","Spacious, private suite in a luxury high-rise apartment (Wing On Life Garden). Prime location within 10 minutes walk to MRT / public transport. 10 minute walk from Newton Circus food court. You’ll love my place because of Daily maid service, safe and convenient location. My place is good for couples, solo adventurers, and business travelers. <br /><br />Feel free to use the house's bicycle!",,Private room in condo,Private room,2,1 bath,,,"[""Dryer"", ""Gym"", ""Essentials"", ""Air conditioning"", ""Pool"", ""Elevator"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Lock on bedroom door"", ""Hangers"", ""Wifi""]",92,1125,f,103.83244,1.31723,92.0,92.0,1125.0,1125.0,0,0,0,0
15389076,Cozy private room near Lakeside MRT,"A cozy room in the West of Singapore, perfect for solo adventurers and business travellers looking for local neighbourhood away from the city centre.<br /><br />The condominium is within 5-minute walk from the MRT and Jurong Lake area. Amenities, such as markets and food courts, are nearby with major shopping malls, such as Jurong Point and Westgate, within 2 MRT stops.<br /><br />You will love the facilities (pool, jacuzzi, gym, sauna) and the comfy bed that make you simply want to chillax at home.",,Private room in condo,Private room,1,1 private bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Free parking on premises"", ""Lock on bedroom door"", ""Wifi"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Private living room"", ""TV"", ""Microwave"", ""Stove"", ""Gym"", ""Essentials"", ""Pool"", ""Oven"", ""Kitchen"", ""Shampoo""]",92,180,f,103.71932,1.34421,92.0,92.0,180.0,180.0,23,53,83,358
15402563,#Happy holiday family hotel 7,,,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Breakfast"", ""Essentials"", ""Air conditioning"", ""TV"", ""Hot tub"", ""Shampoo"", ""Wifi""]",92,1125,f,103.8551,1.37099,92.0,92.0,1125.0,1125.0,30,60,90,365
15406706,Lavender DoubleBed rm*ML: 5m walk MRT,"- Airconditioned Double-bed/Queen-size room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided, Free wifi 1gbps<br />- This is a room within a guest-house like apartment of 7 occupants<br />- 3 shared bathrooms cleaned twice a week by cleaner","- Apartment is within lavender neighbourhood (horne rd, king george's ave, penhas rd, hamilton rd, cavan rd, french rd), an area of pre-war historical buildings for residential.<br />- Access to TWO MRT lines: 4-5 mins walk from Lavender MRT (green line), or 8-9 mins walk from farrer park MRT (purple line)<br />- Good location! proximity to everything! 24-hours food & drinks outlets<br />- 2 mins walk to Amenities (24-hr food centres / Supermarket such as Mustafa, etc)<br />- 2 mins walk to Jalan Besar Public Swimming Pool, Olympic size. ($1/entry for all) & Gymnasium ($1/entry)<br />- 4 mins walk to lavender MRT, 1-3 stations away from Bugis, City Hall, Raffles Place, Promenade, Dhoby Gaut.<br />- 4 mins walk to major roads bus stops (lavender street, Victoria street, Jalan besar)<br />- 10 to 15 mins bus ride to CBD areas for work, boat quay & clarke quay for night entertainments, etc.",Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Kitchen""]",92,365,t,103.86075,1.31053,92.0,92.0,365.0,365.0,27,57,87,362
15441196,Lavender DoubleBed RmT*: 5m walk MRT,"- Airconditioned queenbed room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided. <br />- Free access to wifi 1gbps<br />- This is a room within a guest-house like apartment with 7 occupants","- Apartment is within lavender neighbourhood (horne rd, king george's ave, penhas rd, hamilton rd, cavan rd, french rd), an area of pre-war historical buildings for residential.<br />- Access to TWO MRT lines: 4-5 mins walk from Lavender MRT (green line), or 8-9 mins walk from farrer park MRT (purple line)<br />- Good location! proximity to everything! 24-hours food & drinks outlets<br />- 2 mins walk to Amenities (24-hr food centres / Supermarket such as Mustafa, etc)<br />- 2 mins walk to Jalan Besar Public Swimming Pool, Olympic size. ($1/entry for all) & Gymnasium ($1/entry)<br />- 4 mins walk to lavender MRT, 1-3 stations away from Bugis, City Hall, Raffles Place, Promenade, Dhoby Gaut.<br />- 4 mins walk to major roads bus stops (lavender street, Victoria street, Jalan besar)<br />- 10 to 15 mins bus ride to CBD areas for work, boat quay & clarke quay for night entertainments, etc.",Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Oven"", ""Kitchen""]",92,365,t,103.86232,1.30983,92.0,92.0,1125.0,1125.0,27,57,87,362
15454153,2 Bedroom Fully furnished apartment (Flora Drive),"F/F airconed 2 bedrm apt condo located Flora Drive.<br />Ground floor facing pool, full condo facilities.<br /><br />2 bedrms, 2 bathrms, open concept equipped kitchen, oven, washer/dryer.<br />Living hall with balcony/patio, master room with balcony.<br />Storeroom with extra mattress, iron/board, etc.<br /><br />Short or long term stay welcome. <br /><br />Price does not include utilities like electricity, water & gas (meter reading) and WIFI","10 mins ride to Changi Airport, Changi business Park, Tampines MRT, Simei MRT.<br />Nearest MRT station is called Upper Changi. (2 bus stops away).<br />Supermarkets, banks, 3 big shopping malls, all kinds of food eateries located at Tampines.<br />There is a convenience store at petrol station, 5 mins walking distance on the left coming out from the side gate bus stop.<br />From the condo, you can walk to Boeing Training Centre for those who are here for pilot or engineer training course.",Entire condo,Entire home/apt,5,2 baths,2.0,3.0,"[""Host greets you"", ""Private patio or balcony"", ""Shared gym nearby"", ""Dishes and silverware"", ""Gas stove"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Outdoor playground"", ""Resort access"", ""Free parking on premises"", ""Wifi"", ""Garden view"", ""AC - split type ductless system"", ""Dining table"", ""Shared outdoor pool - available all year, open specific hours, lap pool"", ""Elevator"", ""Iron"", ""Drying rack for clothing"", ""Shared backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""Hangers"", ""Long term stays allowed"", ""Pool view"", ""Heating"", ""EV charger"", ""Bidet"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Ceiling fan"", ""Bathtub"", ""Mini golf"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Outdoor furniture"", ""Exercise equipment"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Room-darkening shades"", ""Shampoo"", ""Outdoor dining area""]",92,365,f,103.96662,1.3547,92.0,92.0,1125.0,1125.0,2,2,28,303
15487894,prewar doublebed RmA* > lavender MRT,"- Airconditioned Double-bed/Queen-size room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided, Free access to wifi unlimited 1gpbs<br />- Access to three shared bathrooms<br />- This is a room within a shared apartment of 7 occupants","- Apartment is within lavender neighbourhood (horne rd, king george's ave, penhas rd, hamilton rd, cavan rd, french rd), an area of pre-war historical buildings for residential.<br />- Access to TWO MRT lines: 4-5 mins walk from Lavender MRT (green line), or 8-9 mins walk from farrer park MRT (purple line)<br />- Good location! proximity to everything! 24-hours food & drinks outlets<br />- 2 mins walk to Amenities (24-hr food centres / Supermarket such as Mustafa, etc)<br />- 2 mins walk to Jalan Besar Public Swimming Pool, Olympic size. ($1/entry for all) & Gymnasium ($1/entry)<br />- 4 mins walk to lavender MRT, 1-3 stations away from Bugis, City Hall, Raffles Place, Promenade, Dhoby Gaut.<br />- 4 mins walk to major roads bus stops (lavender street, Victoria street, Jalan besar)<br />- 10 to 15 mins bus ride to CBD areas for work, boat quay & clarke quay for night entertainments, etc.",Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Oven"", ""Kitchen""]",92,365,t,103.86112,1.3085,92.0,92.0,1125.0,1125.0,27,57,87,362
15508557,Room D,Room A is a common room.,All,Private room in guesthouse,Private room,1,1 shared bath,1.0,1.0,"[""Lockbox"", ""Essentials"", ""Dedicated workspace"", ""Air conditioning"", ""TV"", ""Elevator"", ""Hair dryer"", ""Iron"", ""Self check-in"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Shampoo"", ""Hangers"", ""Wifi""]",92,1125,t,103.74834,1.34724,92.0,92.0,1125.0,1125.0,30,60,90,365
15538540,Aljunied Queenbed roomA > 5min MRT > CBD 15 mins,"- Airconditioned, Lockable Room & Fully Private (no sharing with stranger)<br />- Queenbed, wardrobe & study desk<br />- Bedsheet & Towel<br />- Unlimited wireless internet (1gbps)<br />- Access to Three bathrooms (shared with 7 occupants)<br />- This is a room within a guest-house-like residential apartment","- Apartment is along sims Avenue, 4-5 mins walk from Aljunied MRT (green line).<br />- Right in the heart of aljunied town, proximity to everything!<br />- 1-5 mins walk to Amenities! 24-hr food centres / Shopping centre / Supermarket, etc.<br />- 1-4 stations away from Clarke Quay, Outram, City Hall, Dhoby Gaut, Somerset, Raffles Place, Tanjong Pagar.<br />- More than 10 bus lines at bus stops across/opposite the apartment building.<br />- 15-20 mins drive to CBD, Downtown Core, etc.",Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Self check-in"", ""Oven"", ""Kitchen""]",92,365,f,103.8821,1.31548,92.0,92.0,365.0,365.0,27,57,87,362
